w tutej dobje rozłama jednota duchowneje a swětneje mocy .	w tutón doba rozłamać jednota duchowny a swětny moc .	ADP DET;ESS;FEM;SG ESS;FEM;N;SG 3;FIN;IND;PST;SG;V FEM;N;NOM;SG ADJ;FEM;GEN;SG CONJ ADJ;FEM;GEN;SG FEM;GEN;N;SG _
z wobkedźbowanjow wenusy w času krala ammiṣaduqa spytachu , absolutne daty wotwodźić .	z wobkedźbowanje wenus w čas kral ammiṣaduq spytać , absolutny dataja wotwodźić .	ADP GEN;N;NEUT;PL FEM;GEN;PROPN;SG ADP ESS;INAN;MASC;N;SG ANIM;GEN;MASC;N;SG ANIM;GEN;MASC;PROPN;SG 3;FIN;IND;PL;PST;V _ ACC;ADJ;NEUT;PL ACC;FEM;N;PL NFIN;V _
kak so potajkim wikisłownik wot wikipedije rozeznawa ?	kak so potajkim wikisłownik wot wikipedija rozeznawać ?	ADV ACC;PRO;REFL ADV INAN;MASC;N;NOM;SG ADP FEM;GEN;N;SG 3;FIN;IND;PRS;SG;V _
na bazy wulkeje masoweje diferency mjez protiumom a deuteriumom a tritiumom , ( kotrejž matej dwójnu a trójnu masu ) , kinetiski izotopowy efekt je jara akutny .	na baza wulki masowy diferenca mjez protium a deuterium a tritium , ( kotryž měć dwójny a trójny masa ) , kinetiski izotopowy efekt być jara akutny .	ADP ESS;FEM;N;SG ADJ;FEM;GEN;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG ADP INS;N;NEUT;SG CONJ INS;N;NEUT;SG CONJ INS;N;NEUT;SG _ _ DET;DU;NEUT;NOM 3;DU;FIN;IND;PRS;V ACC;ADJ;FEM;SG CONJ ACC;ADJ;FEM;SG ACC;FEM;N;SG _ _ ADJ;MASC;NOM;SG ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG 3;FIN;IND;PRS;SG;V ADV ADJ;MASC;NOM;SG _
stari gramatikarjo sanskrita wuchadźachu wot zhubjenskeho schodźenka jako zakładny schodźenk a mjenowachu połny schodźenk guṇa ( wulki stopjeń ) a podlěšenski schodźenk vṛddhi ( róst ) .	stary gramatikar sanskrit wuchadźeć wot zhubjenski schodźenk jako zakładny schodźenk a mjenować połny schodźenk guṇa ( wulki stopjeń ) a podlěšenski schodźenk vṛddhi ( róst ) .	ADJ;ANIM;MASC;NOM;PL ANIM;MASC;N;NOM;PL GEN;INAN;MASC;N;SG 3;FIN;IND;PL;PST;V ADP ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG CONJ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG CONJ 3;FIN;IND;PL;PST;V ACC;ADJ;INAN;MASC;SG ACC;INAN;MASC;N;SG FEM;NOM;PROPN;SG _ ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ CONJ ACC;INAN;MASC;N;SG ACC;INAN;MASC;N;SG NEUT;NOM;PROPN;SG _ INAN;MASC;N;NOM;SG _ _
nastanje dla wulkeje potrjeby na rumje swobodnych porow elekronow daloko idealneho tetraedroweho nuhela ( ~ 109 , 47 ° ) .	nastać dla wulki potrjeba na rum swobodny por elekron daloko idealny tetraedrowy nuhel ( ~ 109 , 47 ° ) .	3;FIN;IND;PRS;SG;V ADP ADJ;FEM;GEN;SG FEM;GEN;N;SG ADP ESS;INAN;MASC;N;SG ADJ;GEN;MASC;PL GEN;INAN;MASC;N;PL GEN;INAN;MASC;N;PL ADV ADJ;GEN;MASC;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG _ _ NUM _ NUM _ _ _
po tym so mnoho słowjanskich kmjenow zběhnje .	po to so mnoho słowjanski kmjen zběhnyć .	ADP ESS;NEUT;PRO;SG ACC;PRO;REFL DET ADJ;GEN;MASC;PL GEN;INAN;MASC;N;PL 3;FIN;IND;PST;SG;V _
pola sumeričanow jednotliwe znamješka najprjedy cyłe słowa předstajichu , kotrež móžachu tež woznamy měć .	pola sumeričan jednotliwy znamješko bórze cyły słowo předstajić , kotryž móc tež woznam měć .	ADP ANIM;GEN;MASC;PL;PROPN ADJ;NEUT;NOM;PL N;NEUT;NOM;PL ADV;RL ACC;ADJ;NEUT;PL ACC;N;NEUT;PL 3;FIN;IND;PL;PST;V _ DET;NEUT;NOM;PL 3;FIN;IND;PL;PST;V ADV ACC;INAN;MASC;N;PL NFIN;V _
zo by so gnu - licenca dodźeržała , dyrbi so při tym 3 - 5 tamnišich t . mj . hłownych awtorow mjenować .	zo być so gnu - licenca dodźeržeć , dyrbjeć so při to 3 - 5 tamniši to . mj . hłowny awtor mjenować .	CONJ 3;COND;FIN;SG;V ACC;PRO;REFL NEUT;NOM;PROPN;SG _ FEM;N;NOM;SG ACT;FEM;PST;SG;V;V.PTCP _ 3;FIN;IND;PRS;SG;V ACC;PRO;REFL ADP ESS;NEUT;PRO;SG NUM _ NUM ADJ;GEN;MASC;PL NEUT;PRO;SG _ 3;FIN;IND;PRS;SG;V _ ADJ;GEN;MASC;PL ANIM;GEN;MASC;N;PL NFIN;V _
bibliografija zapisuje samostatnje ( knihi , brošurki , audiowizuelne medije ) a njesamostatnje wuchadźace dźěła ( přinoški w zběrnikach , časopisach , wobšěrniše nastawki w tydźenikach a dźenikach , recensije ) .	bibliografija zapisować samostatnje ( kniha , brošurka , audiowizuelny medija ) a samostatnje wuchadźacy dźěło ( přinošk w zběrnik , časopis , wobšěrny nastawk w tydźenik a dźenik , recensija ) .	FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ADV _ FEM;N;NOM;PL _ FEM;N;NOM;PL _ ADJ;FEM;NOM;PL FEM;N;NOM;PL _ CONJ ADV;NEG ACC;ACT;ADJ;NEUT;PL;PRS;V.PTCP ACC;N;NEUT;PL _ INAN;MASC;N;NOM;PL ADP GEN;INAN;MASC;N;PL _ GEN;INAN;MASC;N;PL _ ADJ;CMPR;INAN;MASC;NOM;PL INAN;MASC;N;NOM;PL ADP GEN;INAN;MASC;N;PL CONJ GEN;INAN;MASC;N;PL _ FEM;N;NOM;PL _ _
dokelž woda ma wysoku specifisku ćopłotu kotraž stabilizuje klimu na cyłym swěće .	dokelž woda měć wysoki specifiski ćopłota kotryž stabilizować klima na cyły swět .	CONJ FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ACC;ADJ;FEM;SG ACC;ADJ;FEM;SG ACC;FEM;N;SG DET;FEM;NOM;SG 3;FIN;IND;PRS;SG;V ACC;FEM;N;SG ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG _
939 markhrabja gero da na hosćinje třiceći połobskosłowjanskich wjerchow zabić .	939 markhrabja gero dać na hosćina třiceći połobskosłowjanski wjerch zabić .	NUM ANIM;MASC;N;NOM;SG ANIM;MASC;NOM;PROPN;SG 3;FIN;IND;PST;SG;V ADP ESS;FEM;N;SG NUM ACC;ADJ;ANIM;MASC;PL ACC;ANIM;MASC;N;PL NFIN;V _
tute su w kulowatych idioblastach .	tutón być w kulowaty idioblast .	DET;INAN;MASC;NOM;PL 3;FIN;IND;PL;PRS;V ADP ADJ;ESS;MASC;PL ESS;INAN;MASC;N;PL _
swój mócnarski narok pokazachu knježićeljo tež přez swoje rowy , dajo so z swojej družbinu pohrjebać .	swój mócnarski narok pokazać knježićel tež přez swój row , dać so z swój družbina pohrjebać .	ACC;DET;MASC;REFL;SG ACC;ADJ;MASC;SG ACC;INAN;MASC;N;SG 3;FIN;IND;PL;PST;V ANIM;MASC;N;NOM;PL ADV ADP ACC;DET;MASC;PL;REFL ACC;INAN;MASC;N;PL _ PRS;V;V.CVB ACC;PRO;REFL ADP DET;FEM;INS;REFL;SG FEM;INS;N;SG NFIN;V _
w 3 . lěttysacu ( za sumeričanow ) knježachu měšniscy wjerchojo , kotřiž politisku a nabožnu móc w swojich rukach dźeržachu .	w 3 . lěttysac ( za sumeričan ) knježić měšniscy wjerch , kotryž politiski a nabožny móc w swój ruka dźeržeć .	ADP NUM _ ESS;INAN;MASC;N;SG _ ADP ANIM;GEN;MASC;PL;PROPN _ 3;FIN;IND;PL;PST;V ADJ;ANIM;MASC;NOM;PL ANIM;MASC;N;NOM;PL _ ANIM;MASC;N;NOM;PL ACC;ADJ;FEM;SG CONJ ACC;ADJ;FEM;SG ACC;FEM;N;SG ADP DET;ESS;FEM;PL;REFL ESS;FEM;N;PL 3;FIN;IND;PL;PST;V _
wjelk steješe w kruhu .	wjelk stać w kruh .	MASC;N;NHUM;NOM;SG 3;FIN;IND;PST;SG;V ADP ESS;INAN;MASC;N;SG _
woda so do kapkow zwjazuje .	woda so do kapka zwjazować .	FEM;N;NOM;SG ACC;PRO;REFL ADP FEM;GEN;N;PL 3;FIN;IND;PRS;SG;V _
geometrisce wodowy molekul je kutny a wotpowěduje vsepr - teoriji , ab2e2 - typej .	geometrisce wodowy molekul być kutny a wotpowědować vsepr - teorija , ab2e2 - typ .	ADV ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG 3;FIN;IND;PRS;SG;V ADJ;MASC;NOM;SG CONJ 3;FIN;IND;PRS;SG;V _ _ DAT;FEM;N;SG _ _ _ DAT;INAN;MASC;N;SG _
nimo toho je rozprawa wo dwěmaj zaćmićomaj měsačka za čas ur - iii - dynastiju .	nimo to być rozprawa wo dwaj zaćmiće měsačk za čas ur - iii - dynastija .	ADP GEN;NEUT;PRO;SG 3;FIN;IND;PRS;SG;V FEM;N;NOM;SG ADP DU;ESS;NEUT;NUM DU;ESS;N;NEUT GEN;INAN;MASC;N;SG ADP ACC;INAN;MASC;N;SG PROPN _ NUM _ ACC;FEM;N;SG _
cycaki buchu do tři podklasow z něhdźe 25 hač 30 porjadow rozdźělene , kotrež buchu z jich strony při měchawcach a wyšich cycakach hišće raz dwě resp . štyri nadporjadowanym skupinam přidźělować móžeja .	cycak być do tři podklasa z něhdźe 25 hač 30 porjad rozdźělić , kotryž być z jich strona při měchawc a wysoki cycak hišće raz dwaj resp . štyri nadporjadowany skupina přidźělować móc .	MASC;N;NOM;PL 3;FIN;IND;PASS;PL;PST;V ADP NUM FEM;GEN;N;PL ADP ADV NUM CONJ NUM GEN;INAN;MASC;N;PL ADJ;PASS;PL;PST;V.PTCP _ DET;MASC;NOM;PL 3;FIN;IND;PASS;PL;V ADP 3;DET;PSSP FEM;GEN;N;SG ADP ESS;MASC;N;NHUM;PL CONJ ADJ;CMPR;ESS;MASC;PL ESS;MASC;N;NHUM;PL ADV INAN;MASC;N;SG DU;FEM;NOM;NUM ADV _ FEM;NUM ADJ;DAT;FEM;PL DAT;FEM;N;PL NFIN;V 3;FIN;IND;PL;PRS;V _
něhdźe wot 7700 př . n . l . pokazuja wšě domy , w kotrychž buchu čłowjeske nopy namkane , róžkaty stil .	něhdźe wot 7700 před . naš . lětoličba . pokazować wšě dom , w kotryž być čłowjeski nopa namkany , róžkaty stil .	ADV ADP NUM ADP _ 1;DET;FEM;INS;PSSP;SG _ FEM;INS;N;SG _ 3;FIN;IND;PL;PRS;V DET;INAN;MASC;NOM;PL INAN;MASC;N;NOM;PL _ ADP DET;ESS;INAN;MASC;PL 3;FIN;IND;PASS;PL;PST;V ADJ;FEM;NOM;PL FEM;N;NOM;PL ADJ;FEM;NOM;PASS;PL;V.PTCP _ ACC;ADJ;INAN;MASC;SG ACC;INAN;MASC;N;SG _
dźensa su w mnohich statach ( wosebje w europje ) nacizm a jeho propagacija zakazane .	dźensa być w mnohi stat ( wosebje w europa ) nacizm a jeho propagacija zakazany .	ADV 3;FIN;IND;PL;PRS;V ADP ADJ;ESS;MASC;PL ESS;INAN;MASC;N;PL _ ADV ADP ESS;FEM;PROPN;SG _ INAN;MASC;N;NOM;SG CONJ 3;DET;PSSS FEM;N;NOM;SG ADJ;NOM;PASS;PL;V.PTCP _
nimo pódy wobsedźechu tute zemjanske swójby zwjetša hišće wulke wikowanske předewzaća .	nimo póda wobsedźeć tutón zemjanski swójba zwjetša hišće wulki wikowanski předewzaće .	ADP FEM;GEN;N;SG 3;FIN;IND;PL;PST;V ACC;DET;FEM;PL ACC;ADJ;FEM;PL ACC;FEM;N;PL ADV ADV ADJ;NEUT;NOM;PL ADJ;NEUT;NOM;PL N;NEUT;NOM;PL _
tři štwórćinow powjerch zemje su přikryte přez wulku kopicu wody , oceany .	tři štwórćina powjerch zemja być přikryty přez wulki kopica woda , ocean .	NUM FEM;GEN;N;PL INAN;MASC;N;NOM;SG FEM;GEN;N;SG 3;FIN;IND;PL;PRS;V ADJ;FEM;NOM;PASS;PL;V.PTCP ADP ACC;ADJ;FEM;SG ACC;FEM;N;SG FEM;GEN;N;SG _ ACC;INAN;MASC;N;PL _
wona wobsahuje w drobnych mnóstwach ćežku wodu .	wón wobsahować w drobny mnóstwo ćežki woda .	3;FEM;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADP ADJ;ESS;NEUT;PL ESS;N;NEUT;PL ACC;ADJ;FEM;SG ACC;FEM;N;SG _
w babylonje zawostaji cyrus ii . 539 př . n . l . swoju proklamaciju na cyrusowym cylindrje a mezopotamiska bu dźěl mócnje ekspandowaceho persiskeho mócnarstwa .	w babylon zawostajić cyrus ii . 539 před . naš . lětoličba . swój proklamacija na cyrusowy cylinder a mezopotamiska być dźěl mócnje ekspandowacy persiski mócnarstwo .	ADP ESS;INAN;MASC;PROPN;SG 3;FIN;IND;PST;SG;V ANIM;MASC;NOM;PROPN;SG NUM _ NUM ADP _ 1;DET;FEM;INS;PSSP;SG _ FEM;INS;N;SG _ ACC;DET;FEM;REFL;SG ACC;FEM;N;SG ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;N;SG CONJ FEM;NOM;PROPN;SG 3;FIN;IND;PASS;PST;SG;V INAN;MASC;N;NOM;SG ADV ACT;ADJ;GEN;NEUT;PRS;SG;V.PTCP ADJ;GEN;NEUT;SG GEN;N;NEUT;SG _
žitne zbytki w silach pokazuja na prěnje ratarkse činitosće .	žitny zbytk w silo pokazować na prěni ratarski činitosć .	ADJ;INAN;MASC;NOM;PL INAN;MASC;N;NOM;PL ADP ESS;N;NEUT;PL 3;FIN;IND;PL;PRS;V ADP ACC;ADJ;FEM;PL ACC;ADJ;FEM;PL ACC;FEM;N;PL _
kćenja eksistuja w jara rozdźělnych formach .	kćenje eksistować w jara rozdźělny forma .	N;NEUT;NOM;PL 3;FIN;IND;PL;PRS;V ADP ADV ADJ;ESS;FEM;PL ESS;FEM;N;PL _
bywša doktorandka serbskeho insituta katharina elina předstaji slědźerske wuslědki swojeje disertacije .	bywši doktorandka serbski insitut katharina elina předstajić slědźerski wuslědk swój disertacija .	ACT;ADJ;FEM;NOM;PST;SG;V.PTCP FEM;N;NOM;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG FEM;NOM;PROPN;SG FEM;NOM;PROPN;SG 3;FIN;IND;PRS;SG;V ACC;ADJ;INAN;MASC;PL ACC;INAN;MASC;N;PL DET;FEM;GEN;REFL;SG FEM;GEN;N;SG _
tute pochadźeja zwjetša wot europskeho dobreho winowca ( vitis vinifera subsp . vinifera ) , kotryž pak njeje rezistentny přećiwo winowej šmicy .	tutón pochadźeć zwjetša wot europski dobry winowc ( vitis vinifera subsp . vinifera ) , kotryž pak być rezistentny přećiwo winowy šmica .	DET;INAN;MASC;NOM;PL 3;FIN;IND;PL;PRS;V ADV ADP ADJ;GEN;MASC;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG _ _ _ _ _ _ _ _ DET;INAN;MASC;NOM;SG CONJ 3;FIN;IND;NEG;PRS;SG;V ADJ;MASC;NOM;SG ADP ADJ;DAT;FEM;SG DAT;FEM;N;SG _
stolica aššur ležeše při hornim tigrisu .	stolica aššur ležeć při horni tigris .	FEM;N;NOM;SG INAN;MASC;NOM;PROPN;SG 3;FIN;IND;PST;SG;V ADP ADJ;ESS;MASC;SG ESS;INAN;MASC;PROPN;SG _
z něhdźe 1 . 350 . 000 wobydlerjemi na 310 km 2 je wone po wobydlerjach najwjetše město zwjazkoweho kraja , třeće najwjetše město němskeje a dwanate najwjetše město europskeje unije .	z něhdźe 1 . 350 . 000 wobydler na 310 km ² być wón po wobydler wulki město zwjazkowy kraj , třeći wulki město němska a dwanaty wulki město europski unija .	ADP ADV NUM _ NUM _ NUM ANIM;INS;MASC;N;PL ADP NUM N _ 3;FIN;IND;PRS;SG;V 3;NEUT;NOM;PRO;SG ADP ANIM;ESS;MASC;N;PL ADJ;NEUT;NOM;RL;SG N;NEUT;NOM;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG _ ADJ;NEUT;NOM;SG ADJ;NEUT;NOM;RL;SG N;NEUT;NOM;SG FEM;GEN;PROPN;SG CONJ ADJ;NEUT;NOM;SG ADJ;NEUT;NOM;RL;SG N;NEUT;NOM;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG _
pomjenowanja ablawtowych schodźenkow jednotnje njejsu .	pomjenowanje ablawtowy schodźenk jednotni być .	N;NEUT;NOM;PL ADJ;GEN;MASC;PL GEN;INAN;MASC;N;PL ADJ;NEUT;NOM;PL 3;FIN;IND;NEG;PL;PRS;V _
nimo toho ma štyri diftongi : ae , oe , eu , au .	nimo to měć štyri diftong : ae , oe , eu , au .	ADP GEN;NEUT;PRO;SG 3;FIN;IND;PRS;SG;V NUM ACC;INAN;MASC;N;PL _ _ _ _ _ _ _ _ _
frankfurt nad mohanom ( tež frankfurt nad mainom , němsce frankfurt am main ) je najwjetše město zwjazkoweho kraja hessenska a pjaty najwjetše město němskeje .	frankfurt nad mohan ( tež frankfurt nad main , němsce frankfurt am main ) być wulki město zwjazkowy kraj hessenska a pjaty wulki město němska .	INAN;MASC;NOM;PROPN;SG ADP INAN;INS;MASC;PROPN;SG _ ADV INAN;MASC;NOM;PROPN;SG ADP INAN;INS;MASC;PROPN;SG _ ADV INAN;MASC;NOM;PROPN;SG PROPN INAN;MASC;NOM;PROPN;SG _ 3;FIN;IND;PRS;SG;V ADJ;NEUT;NOM;RL;SG N;NEUT;NOM;SG ADJ;GEN;MASC;SG GEN;INAN;MASC;N;SG GEN;NEUT;PROPN;SG CONJ ADJ;NEUT;NOM;SG ADJ;NEUT;NOM;RL;SG N;NEUT;NOM;SG FEM;GEN;PROPN;SG _
žórłowe regiony eufrata a tigrisa pak geografisce k mezopotamiskej njesłušachu .	žórłowy region eufrat a tigris pak geografisce k mezopotamiska słušać .	ADJ;NOM;PL INAN;MASC;N;NOM;PL GEN;INAN;MASC;PROPN;SG CONJ GEN;INAN;MASC;PROPN;SG CONJ ADV ADP DAT;FEM;PROPN;SG 3;FIN;IND;NEG;PL;PST;V _
wona je najbliže přiwuzna z čěšćinu , pólšćinu a słowakšćinu , z kotrymiž twori zhromadnje skupinu zapadnosłowjanskich rěčow .	wón być blisko přiwuzny z čěšćina , pólšćina a słowakšćina , z kotryž tworić zhromadnje skupina zapadnosłowjanski rěč .	3;FEM;NOM;PRO;SG 3;FIN;IND;PRS;SG;V ADV;RL ADJ;FEM;NOM;SG ADP FEM;INS;N;SG _ FEM;INS;N;SG CONJ FEM;INS;N;SG _ ADP DET;FEM;INS;PL 3;FIN;IND;PRS;SG;V ADV ACC;FEM;N;SG ADJ;FEM;GEN;PL FEM;GEN;N;PL _
substantiwy maja tři genusy na rozdźěl wot romaniskich rěčow .	substantiw měć tři genus na rozdźěl wot romaniski rěč .	INAN;MASC;N;NOM;PL 3;FIN;IND;PL;PRS;V NUM ACC;INAN;MASC;N;PL ADP ACC;INAN;MASC;N;SG ADP ADJ;FEM;GEN;PL FEM;GEN;N;PL _
zelo a słoma stej na bělkowinach bohatu skótnu žratwu .	zelo a słoma być na bělkowina bohaty skótny žratwa .	N;NEUT;NOM;SG CONJ FEM;N;NOM;SG 3;DU;FIN;IND;PRS;V ADP ESS;FEM;N;PL ACC;ADJ;FEM;SG ACC;ADJ;FEM;SG ACC;FEM;N;SG _
krytosymjenjaki su z něhdźe 250 . 000 znatymi družinami rostlinska skupina z najwjetšimi družinami .	krytosymjenjak być z něhdźe 250 . 000 znaty družina rostlinski skupina z wulki družina .	INAN;MASC;N;NOM;PL 3;FIN;IND;PL;PRS;V ADP ADV NUM _ NUM ADJ;FEM;INS;PASS;PL;V.PTCP FEM;INS;N;PL ADJ;FEM;NOM;SG FEM;N;NOM;SG ADP ADJ;FEM;INS;PL;RL FEM;INS;N;PL _
pisar sta so tak z nahladnej wosobu w towaršnosći .	pisar stać so tak z nahladny wosoba w towaršnosć .	ANIM;MASC;N;NOM;SG 3;FIN;IND;PST;SG;V ACC;PRO;REFL ADV ADP ADJ;FEM;INS;SG FEM;INS;N;SG ADP ESS;FEM;N;SG _
nimo toho so awtomatisce kategorija kategorija : zarodk wo biografiji doda .	nimo to so awtomatisce kategorija kategorija : zarodk wo biografija dodać .	ADP GEN;NEUT;PRO;SG ACC;PRO;REFL ADV FEM;N;NOM;SG FEM;N;NOM;SG _ INAN;MASC;N;NOM;SG ADP ESS;FEM;N;SG 3;FIN;IND;PRS;SG;V _
hlej wotpowědne dataje we wikimedia commons : zestajenkowe rostliny	hladać wotpowědny dataja w wikimedia commons : zestajenkowy rostlina	2;FIN;IMP;SG;V ACC;ADJ;FEM;PL ACC;FEM;N;PL ADP FEM;PROPN;SG NEUT;PROPN;SG _ ADJ;FEM;NOM;PL FEM;N;NOM;PL
w lěće 2006 bu wunamakował nowy šleski alfabet , kotryž bazuje na wšěch ze šleskich pismow ( je 10 pismow ) .	w lěto 2006 być wunamakować nowy šleski alfabet , kotryž bazować na wšě z šleski pismo ( być 10 pismo ) .	ADP ESS;N;NEUT;SG NUM 3;FIN;IND;PASS;PST;SG;V ACT;INAN;MASC;PST;SG;V;V.PTCP ADJ;MASC;NOM;SG ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG _ DET;INAN;MASC;NOM;SG 3;FIN;IND;PRS;SG;V ADP DET;ESS;NEUT;PL ADP ADJ;GEN;NEUT;PL GEN;N;NEUT;PL _ 3;FIN;IND;PRS;SG;V NUM GEN;N;NEUT;PL _ _
wobsydlenje započa so mjez 5000 a 4000 př . n . l . w obejdskej dobje .	wobsydlenje započeć so mjez 5000 a 4000 před . naš . lětoličba . w obejdski doba .	N;NEUT;NOM;SG 3;FIN;IND;PST;SG;V ACC;PRO;REFL ADP NUM CONJ NUM ADP _ 1;DET;FEM;INS;PSSP;SG _ FEM;INS;N;SG _ ADP ADJ;ESS;FEM;SG ESS;FEM;N;SG _
někotre z nich su :	někotry z wón być :	DET;NOM;PL ADP 3;GEN;MASC;PL;PRO 3;FIN;IND;PL;PRS;V _
rosa luxemburg - rozalia luksenburg ( * 5 . měrca 1871 w zamośće , pólska ; † 15 . januara 1919 w berlinje ) bě wuznamna zastupjerka europskeho dźěłaćerskeho hibanja a rozsudna proletariska internacionalistka .	rosa luxemburg - rozalia luksenburg ( * 5 . měrc 1871 w zamośće , pólska ; † 15 . januar 1919 w berlin ) być wuznamny zastupjerka europski dźěłaćerski hibanje a rozsudny proletariski internacionalistka .	FEM;NOM;PROPN;SG FEM;NOM;PROPN;SG _ FEM;NOM;PROPN;SG FEM;NOM;PROPN;SG _ _ NUM _ GEN;INAN;MASC;N;SG NUM ADP ESS;NEUT;PROPN;SG _ FEM;NOM;PROPN;SG _ _ NUM _ GEN;INAN;MASC;N;SG NUM ADP ESS;INAN;MASC;PROPN;SG _ 3;FIN;IND;PST;SG;V ADJ;FEM;NOM;SG FEM;N;NOM;SG ADJ;GEN;NEUT;SG ADJ;GEN;NEUT;SG GEN;N;NEUT;SG CONJ ADJ;FEM;NOM;SG ADJ;FEM;NOM;SG FEM;N;NOM;SG _
wjele maćiznow so móže we wodźe rozpušćeć , při tym rozpušćomnosć wotwisuje wot maćizny a temperatury .	wjele maćizna so móc w woda rozpušćeć , při to rozpušćomnosć wotwisować wot maćizna a temperatura .	DET FEM;GEN;N;PL ACC;PRO;REFL 3;FIN;IND;PRS;SG;V ADP ESS;FEM;N;SG NFIN;V _ ADP ESS;NEUT;PRO;SG FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ADP FEM;GEN;N;SG CONJ FEM;GEN;N;SG _
sylny werb je na př . trinken , wokal měnja so při tworjenju preterituma : trinken , trank , getrunken .	sylny werb być na přikład . trinken , wokal měnić so při tworjenje preteritum : trinken , trank , getrunken .	ADJ;MASC;NOM;SG INAN;MASC;N;NOM;SG 3;FIN;IND;PRS;SG;V ADP ACC;INAN;MASC;N;SG _ _ _ INAN;MASC;N;NOM;SG 3;FIN;IND;PRS;SG;V ACC;PRO;REFL ADP ESS;N;NEUT;SG GEN;INAN;MASC;N;SG _ _ _ _ _ _ _
rěčachu sumerišćinu a akkadšćinu runoprawnje .	rěčeć sumerišćina a akkadšćina runoprawnje .	3;FIN;IND;PL;PST;V FEM;INS;N;SG CONJ FEM;INS;N;SG ADV _
citaty z literatury so jenož prawopisnje adaptuja , morfologiske wosebitosće so wobchowaja .	citat z literatura so jenož prawopisnje adaptować , morfologiski wosebitosć so wobchować .	INAN;MASC;N;NOM;PL ADP FEM;GEN;N;SG ACC;PRO;REFL PART ADV 3;FIN;IND;PL;PRS;V _ ADJ;FEM;NOM;PL FEM;N;NOM;PL ACC;PRO;REFL 3;FIN;IND;PL;PRS;V _
dołhosć o - h - wjazbow je něhdźe 95 , 84 pikometrow .	dołhosć o - h - wjazba być něhdźe 95 , 84 pikometer .	FEM;N;NOM;SG _ _ _ _ FEM;GEN;N;PL 3;FIN;IND;PRS;SG;V ADV NUM _ NUM GEN;INAN;MASC;N;PL _
zelene rostliny , wšelake algi , ale tež někotre jednobańkowcy płodźa jón přez rozpačenje wot wody .	zeleny rostlina , wšelaki alga , ale tež někotry jednobańkowc płodźić wón přez rozpačenje wot woda .	ADJ;FEM;NOM;PL FEM;N;NOM;PL _ DET;FEM;NOM;PL FEM;N;NOM;PL _ CONJ ADV DET;INAN;MASC;NOM;PL MASC;N;NHUM;NOM;PL 3;FIN;IND;PL;PRS;V 3;MASC;PRO;SG ADP ACC;N;NEUT;SG ADP FEM;GEN;N;SG _
jednora ale wažna a jónkróćna kajkosć wody je , zo jeje kruta forma płuwa na kapalnej .	jednory ale wažny a jónkróćny kajkosć woda być , zo jeje kruty forma płuwać na kapalny .	ADJ;FEM;NOM;SG CONJ ADJ;FEM;NOM;SG CONJ ADJ;FEM;NOM;SG FEM;N;NOM;SG FEM;GEN;N;SG 3;FIN;IND;PRS;SG;V _ CONJ 3;DET;PSSS ADJ;FEM;NOM;SG FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ADP ADJ;ESS;FEM;SG _
nimo wulkich skupinach monokotyledonow a eudikotyledonow hišće eksistuja někotre bazalnje stejace porjady .	nimo wulki skupina monokotyledon a eudikotyledon hišće eksistować někotry bazalnje stejacy porjad .	ADP ADJ;FEM;GEN;PL ESS;FEM;N;PL GEN;INAN;MASC;N;PL CONJ GEN;INAN;MASC;N;PL ADV 3;FIN;IND;PL;PRS;V DET;INAN;MASC;NOM;PL ADV ACT;ADJ;INAN;MASC;NOM;PL;PRS;V.PTCP INAN;MASC;N;NOM;PL _
tuta strona wobsahuje lisćinu z nastawkami , kotrež su ekscelentne .	tutón strona wobsahować lisćina z nastawk , kotryž być ekscelentny .	DET;FEM;NOM;SG FEM;N;NOM;SG 3;FIN;IND;PRS;SG;V ACC;FEM;N;SG ADP INAN;INS;MASC;N;PL _ DET;INAN;MASC;NOM;PL 3;FIN;IND;PL;PRS;V ADJ;INAN;MASC;NOM;PL _
