část druhá	část druhý	FEM;N;NOM;POS;SG ADJ;FEM;NOM;POS;SG
(11) v další části přílohy uvede účetní jednotka odděleně informace o celkových nákladech na odměny statutárnímu auditorovi nebo auditorské společnosti za účetní období v členění na : a) povinný audit účetní závěrky , b) jiné ověřovací služby , c) daňové poradenství , d) jiné neauditorské služby .	(11) v další část příloha uvést účetní jednotka odděleně informace o celkový náklad na odměna statutární auditor nebo auditorský společnost za účetní období v členění na : a) povinný audit účetní závěrka , b) jiný ověřovací služba , c) daňový poradenství , d) jiný auditorský služba .	_ ADP;ESS ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG FEM;GEN;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADV;POS ACC;FEM;N;PL;POS ADP;ESS ADJ;ESS;INAN;MASC;PL;POS ESS;INAN;MASC;N;PL;POS ACC;ADP ACC;FEM;N;PL;POS ADJ;ANIM;DAT;MASC;POS;SG ANIM;DAT;MASC;N;POS;SG CONJ ADJ;DAT;FEM;POS;SG DAT;FEM;N;POS;SG ACC;ADP ACC;ADJ;NEUT;POS;SG ACC;N;NEUT;POS;SG ADP;ESS ESS;N;NEUT;POS;SG ACC;ADP _ _ ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ _ ADJ;FEM;NOM;PL;POS ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS _ _ ADJ;NEUT;NOM;POS;SG N;NEUT;NOM;POS;SG _ _ ACC;ADJ;FEM;PL;POS ACC;ADJ;FEM;NEG;PL ACC;FEM;N;PL;POS _
(1) v příloze účetní jednotka uvede informace podle zákona , zejména informace podle §_18_odst._2_zákona , datum vzniku účetní jednotky nebo datum zahájení činnosti , údaje o fyzických a právnických osobách , které ovládají tuto účetní jednotku nebo v ní mají podstatný vliv s uvedením výše vkladu v procentech , popis změn a dodatků provedených v uplynulém účetním období v obchodním rejstříku a popis organizační struktury účetní jednotky a její zásadní změny během uplynulého účetního období .	(1) v příloha účetní jednotka uvést informace podle zákon , zejména informace podle §_18_odst._2_zákona , datum vznik účetní jednotka nebo datum zahájení činnost , údaj o fyzický a právnický osoba , který ovládat tuto účetní jednotka nebo v on mít podstatný vliv s uvedení výše vklad v procento , popis změna a dodatek provedený v uplynulý účetní období v obchodní rejstřík a popis organizační struktura účetní jednotka a jeho zásadní změna během uplynulý účetní období .	_ ADP;ESS ESS;FEM;N;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;FEM;N;PL;POS ADP;GEN GEN;INAN;MASC;N;POS;SG _ ADV FEM;N;NOM;POS;SG ADP;GEN _ _ N;NEUT;NOM;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG CONJ ACC;N;NEUT;POS;SG GEN;N;NEUT;POS;SG FEM;GEN;N;POS;SG _ GEN;INAN;MASC;N;POS;SG ADP;ESS ADJ;ESS;FEM;PL;POS CONJ ADJ;ESS;FEM;PL;POS ESS;FEM;N;PL;POS _ DET;FEM;NOM;PL 3;ACT;FIN;IND;PL;POS;PRS;V ADV ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG CONJ ADP;ESS 3;ESS;FEM;PRO;SG 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG ADP;INS INS;N;NEUT;POS;SG FEM;GEN;N;POS;SG GEN;INAN;MASC;N;POS;SG ADP;ESS ESS;N;NEUT;PL;POS _ ACC;INAN;MASC;N;POS;SG FEM;GEN;N;PL;POS CONJ GEN;INAN;MASC;N;PL;POS ADJ;GEN;INAN;MASC;PL;POS ADP;ESS ADJ;ESS;NEUT;POS;SG ADJ;ESS;NEUT;POS;SG ESS;N;NEUT;POS;SG ADP;ESS ADJ;ESS;INAN;MASC;POS;SG ESS;INAN;MASC;N;POS;SG CONJ INAN;MASC;N;NOM;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG CONJ 3;DET;NOM;PL;PSSS ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADP;GEN ADJ;GEN;NEUT;POS;SG ADJ;GEN;NEUT;POS;SG GEN;N;NEUT;POS;SG _
účetní jednotka pro oceňování podle tohoto zákona použije tržní hodnotu , která je vyhlášena k okamžiku ne pozdějšímu , než je okamžik ocenění [ §_24_odst._2_písm._b) ] , a nejvíce se blížícímu okamžiku ocenění .	účetní jednotka pro oceňování podle tento zákon použít tržní hodnota , který být vyhlášený k okamžik ne pozdní , než být okamžik ocenění [ §_24_odst._2_písm._b) ] , a hodně se blížící okamžik ocenění .	ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ACC;ADP ACC;N;NEUT;POS;SG ADP;GEN DET;GEN;SG;{MASC/NEUT} GEN;INAN;MASC;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG _ DET;FEM;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;PASS;POS;V.PTCP;{FEM/NEUT};{PL/SG} ADP;DAT DAT;INAN;MASC;N;POS;SG PART ADJ;CMPR;DAT;NEUT;POS;SG _ CONJ 3;ACT;FIN;IND;POS;PRS;SG;V INAN;MASC;N;NOM;POS;SG GEN;N;NEUT;POS;SG _ _ _ _ CONJ ADV;CMPR;POS ACC;PRO;REFL ACT;ADJ;DAT;INAN;IPFV;MASC;POS;PRS;SG;V.PTCP DAT;INAN;MASC;N;POS;SG GEN;N;NEUT;POS;SG _
(4) nevyfakturované dodávky se ocení podle uzavřené smlouvy , popřípadě jiných dokladů , které má účetní jednotka k dispozici .	(4) vyfakturovaný dodávka se ocenit podle uzavřený smlouva , popřípadě jiný doklad , který mít účetní jednotka k dispozice .	_ ADJ;FEM;NEG;NOM;PL FEM;N;NOM;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;PL;POS;PRS;V ADP;GEN ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ ADV ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ ACC;DET;MASC;PL 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADP;DAT DAT;FEM;N;POS;SG _
(1) změny reálných hodnot u cenných papírů určených účetní jednotkou k obchodování s cílem dosahovat zisk z cenových rozdílů v krátkodobém horizontu se účtují jako finanční náklad nebo finanční výnos .	(1) změna reálný hodnota u cenný papír určený účetní jednotka k obchodování s cíl dosahovat zisk z cenový rozdíl v krátkodobý horizont se účtovat jako finanční náklad nebo finanční výnos .	_ ACC;FEM;N;PL;POS ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADP;GEN ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADJ;GEN;INAN;MASC;PL;POS ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG ADP;DAT DAT;N;NEUT;POS;SG ADP;INS INAN;INS;MASC;N;POS;SG NFIN;POS;V ACC;INAN;MASC;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADP;ESS ADJ;ESS;INAN;MASC;POS;SG ESS;INAN;MASC;N;POS;SG ACC;PRO;REFL 3;ACT;FIN;IND;PL;POS;PRS;V CONJ ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG CONJ ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG _
účetní operace opravující výši vykázaných odpisů a oprávek v předchozích obdobích se neprovádějí .	účetní operace opravující výše vykázaný odpis a oprávka v předchozí období se provádět .	ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP ACC;FEM;N;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS CONJ FEM;GEN;N;PL;POS ADP;ESS ADJ;ESS;NEUT;PL;POS ESS;N;NEUT;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;NEG;PL;PRS;V _
výkaz zisku a ztráty v účelovém členění	výkaz zisk a ztráta v účelový členění	INAN;MASC;N;NOM;POS;SG GEN;INAN;MASC;N;POS;SG CONJ FEM;GEN;N;POS;SG ADP;ESS ADJ;ESS;NEUT;POS;SG ESS;N;NEUT;POS;SG
výsledek hospodaření minulých let	výsledek hospodaření minulý rok	INAN;MASC;N;NOM;POS;SG GEN;N;NEUT;POS;SG ADJ;GEN;NEUT;PL;POS GEN;N;NEUT;PL;POS
na příslušné účty nákladů nebo výnosů se účtují tyto kursové rozdíly v okamžiku zaúčtování příslušných smluvních vztahů nebo v případě , kdy očekávané smluvní vztahy nevzniknou .	na příslušný účet náklad nebo výnos se účtovat tento kursový rozdíl v okamžik zaúčtování příslušný smluvní vztah nebo v případ , kdy očekávaný smluvní vztah vzniknout .	ACC;ADP ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS GEN;INAN;MASC;N;PL;POS CONJ GEN;INAN;MASC;N;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;PL;POS;PRS;V DET;INAN;MASC;NOM;PL ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG GEN;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;PL;POS ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS CONJ ADP;ESS ESS;INAN;MASC;N;POS;SG _ ADV ADJ;INAN;MASC;NOM;PL;POS ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS 3;ACT;FIN;IND;NEG;PL;PRS;V _
(7) pro účely ocenění podle odstavce 2 písm._a) může účetní jednotka použít pro přepočet cizí měny na českou měnu pevný kurs , kterým se rozumí kurs stanovený vnitřním předpisem účetní jednotky na základě kursu devizového trhu vyhlášeného českou národní bankou , používaný účetní jednotkou po předem stanovenou dobu .	(7) pro účel ocenění podle odstavec 2 písm._a) moci účetní jednotka použít pro přepočet cizí měna na český měna pevný kurs , který se rozumět kurs stanovený vnitřní předpis účetní jednotka na základ kurs devizový trh vyhlášený český národní banka , používaný účetní jednotka po předem stanovený doba .	_ ACC;ADP ACC;INAN;MASC;N;PL;POS N;NEUT;NOM;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG NUM _ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG NFIN;POS;V ACC;ADP ACC;INAN;MASC;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ACC;ADP ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG _ DET;INS;SG;{MASC/NEUT} ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V INAN;MASC;N;NOM;POS;SG ADJ;INAN;MASC;NOM;POS;SG ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;GEN;INAN;MASC;POS;SG ADJ;FEM;INS;POS;SG ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG _ ACC;ADJ;INAN;MASC;POS;SG ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG ACC;ADP ADV ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG _
(3) rezerva na daň z příjmů se vykazuje v případě , kdy okamžik sestavení účetní závěrky předchází okamžiku řádného vyčíslení daně a zaúčtuje se ve výši předpokládané daně .	(3) rezerva na daň z příjem se vykazovat v případ , kdy okamžik sestavení účetní závěrka předcházet okamžik řádný vyčíslení daň a zaúčtovat se v výše předpokládaný daň .	_ FEM;N;NOM;POS;SG ACC;ADP ACC;FEM;N;POS;SG ADP;GEN GEN;INAN;MASC;N;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ADP;ESS ESS;INAN;MASC;N;POS;SG _ ADV ACC;INAN;MASC;N;POS;SG GEN;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V DAT;INAN;MASC;N;POS;SG ADJ;GEN;NEUT;POS;SG GEN;N;NEUT;POS;SG FEM;GEN;N;POS;SG CONJ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;PRO;REFL ADP;ESS ESS;FEM;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _
(6) v případech uvedených v odstavcích 4 a 5 nástupnická účetní jednotka nebo přejímající společník , který je účetní jednotkou , účtuje o převzetí oceňovacích rozdílů vzniklých z ocenění majetku a závazků reálnou hodnotou při úpravách v souladu s §_54b k datu zápisu přeměny do obchodního rejstříku s účinky od rozhodného dne .	(6) v případ uvedený v odstavec 4 a 5 nástupnický účetní jednotka nebo přejímající společník , který být účetní jednotka , účtovat o převzetí oceňovací rozdíl vzniklý z ocenění majetek a závazek reálný hodnota při úprava v soulad s §_54b k datum zápis přeměna do obchodní rejstřík s účinek od rozhodný den .	_ ADP;ESS ESS;INAN;MASC;N;PL;POS ADJ;ESS;INAN;MASC;PL;POS ADP;ESS ESS;INAN;MASC;N;PL;POS NUM CONJ NUM ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG CONJ ACT;ADJ;ANIM;IPFV;MASC;NOM;POS;PRS;SG;V.PTCP ANIM;MASC;N;NOM;POS;SG _ DET;MASC;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADP ACC;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADJ;GEN;INAN;MASC;PL;POS ADP;GEN GEN;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG CONJ GEN;INAN;MASC;N;PL;POS ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG ADP;ESS ESS;FEM;N;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ ADP;DAT DAT;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ADP;INS INAN;INS;MASC;N;PL;POS ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _
položka " d._daně_a_poplatky " obsahuje veškeré daně a poplatky zaúčtované účetní jednotkou jako náklady s výjimkou daně z příjmů .	položka " "d._daně_a_poplatky" " obsahovat veškerý daň a poplatek zaúčtovaný účetní jednotka jako náklad s výjimka daň z příjem .	FEM;N;NOM;POS;SG _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;FEM;PL;PRO ACC;FEM;N;PL;POS CONJ ACC;INAN;MASC;N;PL;POS ACC;ADJ;INAN;MASC;PL;POS ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG CONJ INAN;MASC;N;NOM;PL;POS ADP;INS FEM;INS;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN GEN;INAN;MASC;N;PL;POS _
§_36	§_36	_
§_45	§_45	_
(4) opravné položky nesmí mít aktivní zůstatek a nelze je tvořit na zvýšení hodnoty majetku .	(4) opravný položka smět mít aktivní zůstatek a lze on tvořit na zvýšení hodnota majetek .	_ ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS 3;ACT;FIN;IND;NEG;PRS;SG;V NFIN;POS;V ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG CONJ 3;ACT;FIN;IND;NEG;PRS;SG;V 3;ACC;PL;PRO NFIN;POS;V ACC;ADP ACC;N;NEUT;POS;SG FEM;GEN;N;POS;SG GEN;INAN;MASC;N;POS;SG _
v případě nezpochybnění průkaznosti převodu účetního záznamu žádnou z osob , které s převedeným záznamem pracují , se u účetních záznamů , které nejsou označeny skartačními znaky pro výběr nebo archiválii podle zvláštního právního předpisu , nevyžaduje předložení účetního záznamu v původní formě a pro záznamy v původní formě neplatí ustanovení §_31 .	v případ zpochybnění průkaznost převod účetní záznam žádný z osoba , který s převedený záznam pracovat , se u účetní záznam , který být označený skartační znak pro výběr nebo archiválie podle zvláštní právní předpis , vyžadovat předložení účetní záznam v původní forma a pro záznam v původní forma platit ustanovení §_31 .	ADP;ESS ESS;INAN;MASC;N;POS;SG GEN;N;NEG;NEUT;SG FEM;GEN;N;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ACC;DET;FEM;SG ADP;GEN FEM;GEN;N;PL;POS _ DET;FEM;NOM;PL ADP;INS ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG 3;ACT;FIN;IND;PL;POS;PRS;V _ ACC;PRO;REFL ADP;GEN ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ DET;INAN;MASC;NOM;PL 3;ACT;FIN;IND;NEG;PL;PRS;V ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} ADJ;INAN;INS;MASC;PL;POS INAN;INS;MASC;N;PL;POS ACC;ADP ACC;INAN;MASC;N;POS;SG CONJ ACC;FEM;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ADP;ESS ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG CONJ ACC;ADP ACC;INAN;MASC;N;PL;POS ADP;ESS ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG 3;ACT;FIN;IND;NEG;PRS;SG;V N;NEUT;NOM;POS;SG _ _
(2) v knihách analytických účtů se užije vyjádření v peněžních jednotkách ; nelze použít jen měrných jednotek a vyjádření množství .	(2) v kniha analytický účet se užít vyjádření v peněžní jednotka ; lze použít jen měrný jednotka a vyjádření množství .	_ ADP;ESS ESS;FEM;N;PL;POS ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V GEN;N;NEUT;POS;SG ADP;ESS ADJ;ESS;FEM;PL;POS ESS;FEM;N;PL;POS _ 3;ACT;FIN;IND;NEG;PRS;SG;V NFIN;POS;V PART ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS CONJ ACC;N;NEUT;POS;SG GEN;N;NEUT;POS;SG _
(2) konsolidující účetní jednotka se dopustí správního deliktu tím , že a) nesestaví konsolidovanou účetní závěrku podle §_6_odst._4 , nebo nesestaví konsolidovanou účetní závěrku ke dni stanovenému v §_23_odst._2 , nebo nevyhotoví konsolidovanou výroční zprávu podle §_22b_odst._2 , b) jí sestavená konsolidovaná účetní závěrka neobsahuje všechny povinné součásti podle §_18_odst._1 nebo 2 , c) v rozporu s §_22_odst._1 nemá konsolidovanou účetní závěrku ověřenou auditorem nebo v rozporu s §_22b_odst._2 nemá konsolidovanou výroční zprávu ověřenou auditorem , d) nezveřejní účetní závěrku nebo výroční zprávu podle §_21a , nebo e) v rozporu s §_23a_odst._1 nepoužije pro sestavení konsolidované účetní závěrky mezinárodní účetní standardy .	(2) konsolidující účetní jednotka se dopustit správní delikt ten , že a) sestavit konsolidovaný účetní závěrka podle §_6_odst._4 , nebo sestavit konsolidovaný účetní závěrka k den stanovený v §_23_odst._2 , nebo vyhotovit konsolidovaný výroční zpráva podle §_22b_odst._2 , b) on sestavený konsolidovaný účetní závěrka obsahovat všechen povinný součást podle §_18_odst._1 nebo 2 , c) v rozpor s §_22_odst._1 mít konsolidovaný účetní závěrka ověřený auditor nebo v rozpor s §_22b_odst._2 mít konsolidovaný výroční zpráva ověřený auditor , d) zveřejnit účetní závěrka nebo výroční zpráva podle §_21a , nebo e) v rozpor s §_23a_odst._1 použít pro sestavení konsolidovaný účetní závěrka mezinárodní účetní standarda .	_ ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG DET;INS;SG;{MASC/NEUT} _ CONJ _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ CONJ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG ADJ;DAT;INAN;MASC;POS;SG ADP;ESS _ _ CONJ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ _ 3;DAT;FEM;PRO;SG ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;DET;FEM;PL ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ADP;GEN _ CONJ NUM _ _ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ACC;ADJ;FEM;POS;SG ANIM;INS;MASC;N;POS;SG CONJ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ACC;ADJ;FEM;POS;SG ANIM;INS;MASC;N;POS;SG _ _ 3;ACT;FIN;IND;NEG;PL;PRS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG CONJ ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ CONJ _ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADP ACC;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _
(1) nestanoví-li tento zákon nebo zvláštní právní předpis jinak , účetní jednotky jsou povinny vést účetnictví v plném rozsahu .	(1) nestanoví-li tento zákon nebo zvláštní právní předpis jinak , účetní jednotka být povinný vést účetnictví v plný rozsah .	_ N;NEUT;POS DET;MASC;NOM;SG INAN;MASC;N;NOM;POS;SG CONJ ADJ;INAN;MASC;NOM;POS;SG ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG ADV _ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;INAN;PL;POS;{FEM/MASC} NFIN;POS;V ACC;N;NEUT;POS;SG ADP;ESS ADJ;ESS;INAN;MASC;POS;SG ESS;INAN;MASC;N;POS;SG _
§_32	§_32	_
položka " r._mimořádné_náklady " obsahuje náklady z operací zcela mimořádných vzhledem k běžné činnosti účetní jednotky , jakož i náklady z mimořádných událostí nahodile se vyskytujících .	položka " "r._mimořádné_náklady" " obsahovat náklad z operace zcela mimořádný vzhledem k běžný činnost účetní jednotka , jakož i náklad z mimořádný událost nahodile se vyskytující .	FEM;N;NOM;POS;SG _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;INAN;MASC;N;PL;POS ADP;GEN FEM;GEN;N;PL;POS ADV ADJ;FEM;GEN;PL;POS ADP ADP;DAT ADJ;DAT;FEM;POS;SG DAT;FEM;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ CONJ CONJ ACC;INAN;MASC;N;PL;POS ADP;GEN ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADV;POS ACC;PRO;REFL ACT;ADJ;GEN;INAN;IPFV;MASC;PL;POS;PRS;V.PTCP _
(2) ustanovení odstavce 1 se nepoužije u účetních jednotek , které jsou bankami nebo provozují pojišťovací nebo zajišťovací činnost podle jiných právních předpisů , nebo jsou emitentem cenných papírů přijatých k obchodování na evropském regulovaném trhu .	(2) ustanovení odstavec 1 se použít u účetní jednotka , který být banka nebo provozovat pojišťovací nebo zajišťovací činnost podle jiný právní předpis , nebo být emitent cenný papír přijatý k obchodování na evropský regulovaný trh .	_ N;NEUT;NOM;POS;SG GEN;INAN;MASC;N;POS;SG NUM ACC;PRO;REFL 3;ACT;FIN;IND;NEG;PRS;SG;V ADP;GEN ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS _ DET;FEM;NOM;PL 3;ACT;FIN;IND;PL;POS;PRS;V FEM;INS;N;PL;POS CONJ 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;FEM;POS;SG CONJ ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;PL;POS ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ CONJ 3;ACT;FIN;IND;PL;POS;PRS;V ANIM;INS;MASC;N;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADJ;GEN;INAN;MASC;PL;POS ADP;DAT DAT;N;NEUT;POS;SG ADP;ESS ADJ;ESS;INAN;MASC;POS;SG ADJ;ESS;INAN;MASC;POS;SG ESS;INAN;MASC;N;POS;SG _
